
% frame   0
% time 0.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         9     7.000    -1.875     2.264     2.091     0.064     0.686     0.724     6.978     0.973         1
         1        10     7.000    -5.165     1.471    -1.144    -0.230     0.904    -0.361     5.721    -0.208         1
         1        11     7.000    -2.068     1.522     2.691     0.059     0.504     0.862     6.992     0.990         1
         1        12     7.000    -3.602     0.367     2.868    -0.014     0.166     0.986     6.732     0.691         1
         1        13     7.000    -2.494    -3.602     0.255     0.208    -0.959     0.193     6.873     0.839         1
         1        14     7.000    -0.684     2.133    -2.285     0.438     0.695    -0.571     6.989     0.987         1
         1        15     7.000    -1.813    -2.494    -2.877     0.324    -0.634    -0.703     6.941     0.935         1
         1        16     7.000    -2.230    -3.615    -0.837     0.269    -0.958    -0.104     6.891     0.870         1
         1        17     7.000    -2.342    -3.419    -1.582     0.292    -0.904    -0.313     6.836     0.815         1
         1        18     7.000    -0.139     1.630    -2.247     0.638     0.546    -0.543     6.996     0.994         1
         1        19     7.000     0.569    -1.221     1.083     0.837    -0.304     0.455     6.994     0.991         1
         1        20     7.000    -4.051    -2.899     0.928     0.005    -0.868     0.497     6.353     0.299         1
         1        21     7.000    -4.249     0.084     2.537    -0.093     0.122     0.988     6.457     0.388         1
         1        22     7.000     0.872     0.807    -0.830     0.937     0.331    -0.109     6.995     0.996         1
         1        23     7.000    -4.998     1.524     0.972    -0.232     0.784     0.576     6.031     0.021         1
         1        24     7.000    -2.279    -1.067     3.040     0.052    -0.240     0.969     6.999     0.999         1
         1        25     7.000    -3.131    -1.354     2.849     0.064    -0.322     0.945     6.833     0.799         1
         1        26     7.000    -2.940    -1.635    -3.408     0.257    -0.418    -0.871     6.604     0.546         1
         1        27     7.000    -1.258     0.693    -3.514     0.306     0.269    -0.913     6.998     0.998         1
         1        28     7.000    -1.524    -1.292    -3.524     0.330    -0.324    -0.887     6.986     0.982         1
         1        29     7.000    -3.426     2.555     1.536     0.015     0.825     0.565     6.776     0.731         1
         1        30     7.000    -1.019    -2.669     1.653     0.334    -0.727     0.601     6.987     0.986         1
         1        31     7.000    -3.015    -1.498    -3.447     0.256    -0.363    -0.896     6.571     0.517         1
         1        32     7.000    -1.733    -3.406    -1.483     0.281    -0.914    -0.291     6.974     0.969         1
         1        33     7.000     3.689     3.334    -0.979    -0.246     0.951    -0.187     6.650     0.586         2
         1        34     7.000     2.557    -2.810    -2.154    -0.272    -0.813    -0.515     6.979     0.973         2
         1        35     7.000     4.646    -2.377    -2.042    -0.160    -0.812    -0.562     6.159     0.114         2
         1        36     7.000    -0.179     0.506    -0.882    -0.974     0.165    -0.157     6.998     0.998         2
         1        37     7.000     0.709     1.589    -2.083    -0.711     0.465    -0.527     6.999     0.999         2
         1        38     7.000     2.167    -2.574     1.878    -0.289    -0.732     0.618     6.998     0.997         2
         1        39     7.000    -0.199    -0.707    -0.094    -0.977    -0.207     0.045     6.999     0.999         2
         1        40     7.000     4.488     1.575     2.518    -0.124     0.479     0.869     6.404     0.348         2
         1        41     7.000    -0.128    -0.919     0.170    -0.946    -0.282     0.159     6.994     0.992         2
         1        42     7.000     5.268    -2.080     1.322    -0.004    -0.797     0.605     5.929    -0.075         2
         1        43     7.000     2.501     0.339    -3.621    -0.313     0.078    -0.947     6.972     0.968         2
         1        44     7.000    -0.204    -0.117    -0.924    -0.982    -0.034    -0.188     6.999     0.999         2
         1        45     7.000     1.892     2.472     1.897    -0.331     0.713     0.617     6.991     0.987         2
         1        46     7.000     5.534    -0.526     2.028     0.056    -0.259     0.964     5.760    -0.212         2
         1        47     7.000     3.231     0.512     3.231    -0.181     0.133     0.974     6.914     0.899         2
         1        48     7.000     1.072    -1.864     1.799    -0.584    -0.536     0.610     6.998     0.998         2
         1        49     7.000     0.414    -0.515    -2.235    -0.806    -0.169    -0.568     7.000     1.000         2
         1        50     7.000     1.175    -2.538    -1.441    -0.555    -0.759    -0.341     6.996     0.995         2
         1        51     7.000     1.418    -1.343    -2.888    -0.538    -0.405    -0.739     6.998     0.998         2
         1        52     7.000     0.964     2.430    -1.378    -0.615     0.720    -0.322     6.995     0.995         2
         1        53     7.000     1.896    -2.851    -1.712    -0.360    -0.838    -0.409     6.998     0.998         2
         1        54     7.000     3.867     2.415    -2.562    -0.241     0.694    -0.678     6.533     0.464         2
         1        55     7.000     0.537     2.223     0.226    -0.761     0.629     0.158     6.998     0.998         2
         1        56     7.000     0.029    -1.406    -0.331    -0.901    -0.431    -0.048     6.997     0.997         2
         1        57     7.000     3.153    -2.825    -2.188    -0.272    -0.779    -0.564     6.838     0.800         2
         1        58     7.000     2.516     3.404    -0.775    -0.260     0.953    -0.157     6.991     0.991         2
         1        59     7.000     1.739     2.840    -1.670    -0.357     0.827    -0.433     6.993     0.994         2
         1        60     7.000     1.305    -2.803    -0.980    -0.529    -0.821    -0.214     6.998     0.997         2
         1        61     7.000     3.578     3.077    -1.755    -0.264     0.881    -0.393     6.678     0.630         2
         1        62     7.000     1.816     1.935    -2.788    -0.385     0.543    -0.746     7.000     1.000         2
         1        63     7.000     2.667     2.447     2.242    -0.209     0.691     0.692     6.994     0.991         2
         1        64     7.000     2.976    -1.738     2.787    -0.192    -0.488     0.851     6.963     0.951         2
% end

% frame   10
% time 2.500
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.437     2.460    -2.219     0.089     0.833    -0.546     6.569     0.503         1
         1         2     7.000    -3.866    -0.397    -3.345     0.074    -0.015    -0.997     6.214     0.161         1
         1         3     7.000    -4.871     0.861     1.593    -0.255     0.485     0.837     6.129     0.103         1
         1         4     7.000    -3.808     1.553     2.236    -0.074     0.582     0.810     6.648     0.590         1
         1         5     7.000    -2.783     0.794     2.975     0.025     0.279     0.960     6.948     0.935         1
         1         6     7.000    -2.399     3.150     0.719     0.054     0.942     0.332     6.984     0.982         1
         1         7     7.000    -1.708     1.596    -3.292     0.262     0.503    -0.824     6.983     0.982         1
         1         8     7.000    -0.567     2.812     0.021     0.422     0.899     0.119     6.984     0.981         1
         1         9     7.000    -1.718     2.228     2.109     0.052     0.688     0.724     6.975     0.973         1
         1        10     7.000    -5.104     1.475    -1.050    -0.275     0.900    -0.337     5.772    -0.182         1
         1        11     7.000    -1.943     1.561     2.662     0.045     0.489     0.871     6.993     0.992         1
         1        12     7.000    -3.448     0.322     2.889    -0.009     0.171     0.985     6.766     0.734         1
         1        13     7.000    -2.444    -3.596     0.271     0.212    -0.952     0.221     6.858     0.836         1
         1        14     7.000    -0.531     2.098    -2.291     0.444     0.698    -0.561     6.987     0.986         1
         1        15     7.000    -1.683    -2.529    -2.842     0.325    -0.659    -0.678     6.948     0.936         1
         1        16     7.000    -2.152    -3.608    -0.890     0.274    -0.956    -0.106     6.882     0.859         1
         1        17     7.000    -2.283    -3.419    -1.595     0.270    -0.907    -0.322     6.827     0.803         1
         1        18     7.000    -0.025     1.556    -2.318     0.638     0.530    -0.558     6.998     0.997         1
         1        19     7.000     0.701    -1.248     1.033     0.839    -0.299     0.455     6.990     0.988         1
         1        20     7.000    -3.933    -2.906     0.897     0.006    -0.867     0.498     6.383     0.328         1
         1        21     7.000    -4.154     0.080     2.530    -0.108     0.114     0.988     6.485     0.429         1
         1        22     7.000     0.980     0.799    -0.881     0.942     0.311    -0.126     6.997     0.998         1
         1        23     7.000    -4.890     1.542     0.951    -0.249     0.775     0.580     6.081     0.067         1
         1        24     7.000    -2.155    -1.125     3.022     0.028    -0.238     0.971     6.996     0.995         1
         1        25     7.000    -3.055    -1.339     2.849     0.040    -0.312     0.949     6.842     0.816         1
         1        26     7.000    -2.916    -1.627    -3.402     0.226    -0.412    -0.883     6.579     0.527         1
         1        27     7.000    -1.212     0.738    -3.526     0.288     0.301    -0.909     6.996     0.998         1
         1        28     7.000    -1.442    -1.271    -3.545     0.326    -0.304    -0.895     6.984     0.981         1
         1        29     7.000    -3.353     2.546     1.535    -0.003     0.817     0.577     6.786     0.755         1
         1        30     7.000    -0.888    -2.687     1.623     0.361    -0.720     0.593     6.991     0.987         1
         1        31     7.000    -2.932    -1.499    -3.439     0.255    -0.356    -0.899     6.566     0.524         1
         1        32     7.000    -1.592    -3.404    -1.472     0.308    -0.912    -0.272     6.975     0.972         1
         1        33     7.000     3.655     3.351    -0.931    -0.244     0.957    -0.160     6.649     0.593         2
         1        34     7.000     2.496    -2.778    -2.175    -0.279    -0.809    -0.518     6.984     0.982         2
         1        35     7.000     4.611    -2.376    -2.014    -0.162    -0.810    -0.564     6.173     0.137         2
         1        36     7.000    -0.241     0.482    -0.866    -0.980     0.121    -0.158     6.998     0.999         2
         1        37     7.000     0.683     1.605    -2.108    -0.710     0.461    -0.532     7.000     0.999         2
         1        38     7.000     2.140    -2.549     1.907    -0.275    -0.727     0.629     6.998     0.997         2
         1        39     7.000    -0.252    -0.692    -0.129    -0.976    -0.207     0.064     6.997     0.997         2
         1        40     7.000     4.414     1.567     2.545    -0.119     0.471     0.874     6.429     0.366         2
         1        41     7.000    -0.195    -0.843     0.166    -0.957    -0.253     0.143     6.995     0.993         2
         1        42     7.000     5.209    -2.065     1.338    -0.000    -0.794     0.607     5.960    -0.056         2
         1        43     7.000     2.445     0.374    -3.615    -0.318     0.080    -0.945     6.973     0.967         2
         1        44     7.000    -0.229    -0.063    -1.042    -0.977    -0.031    -0.212     6.997     0.999         2
         1        45     7.000     1.847     2.513     1.866    -0.295     0.732     0.614     6.984     0.980         2
         1        46     7.000     5.504    -0.505     2.025     0.062    -0.262     0.963     5.786    -0.178         2
         1        47     7.000     3.152     0.463     3.244    -0.184     0.135     0.974     6.926     0.906         2
         1        48     7.000     0.976    -1.802     1.802    -0.600    -0.529     0.600     6.997     0.996         2
         1        49     7.000     0.363    -0.484    -2.238    -0.803    -0.164    -0.573     6.999     0.999         2
         1        50     7.000     1.167    -2.562    -1.434    -0.546    -0.764    -0.343     6.996     0.995         2
         1        51     7.000     1.365    -1.309    -2.897    -0.529    -0.416    -0.740     6.995     0.995         2
         1        52     7.000     0.946     2.450    -1.421    -0.630     0.705    -0.326     6.996     0.995         2
         1        53     7.000     1.862    -2.874    -1.656    -0.337    -0.847    -0.411     6.997     0.997         2
         1        54     7.000     3.854     2.371    -2.596    -0.248     0.663    -0.706     6.514     0.450         2
         1        55     7.000     0.478     2.234     0.167    -0.767     0.626     0.144     6.996     0.995         2
         1        56     7.000    -0.023    -1.380    -0.420    -0.900    -0.431    -0.056     6.999     0.999         2
         1        57     7.000     3.157    -2.843    -2.154    -0.254    -0.795    -0.551     6.829     0.788         2
         1        58     7.000     2.472     3.411    -0.800    -0.265     0.954    -0.138     6.987     0.984         2
         1        59     7.000     1.695     2.864    -1.648    -0.386     0.833    -0.396     6.996     0.996         2
         1        60     7.000     1.253    -2.785    -1.000    -0.547    -0.810    -0.213     6.999     0.999         2
         1        61     7.000     3.528     3.091    -1.733    -0.266     0.886    -0.379     6.680     0.633         2
         1        62     7.000     1.764     1.946    -2.786    -0.409     0.542    -0.735     7.000     1.000         2
         1        63     7.000     2.649     2.484     2.227    -0.184     0.671     0.718     6.994     0.995         2
         1        64     7.000     2.922    -1.703     2.804    -0.192    -0.505     0.841     6.965     0.960         2
% end

% frame   11
% time 2.750
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.359     2.435    -2.215     0.047     0.852    -0.522     6.552     0.500         1
         1         2     7.000    -3.742    -0.423    -3.308     0.055    -0.035    -0.998     6.243     0.199         1
         1         3     7.000    -4.763     0.780     1.570    -0.299     0.483     0.823     6.154     0.141         1
         1         4     7.000    -3.720     1.535     2.218    -0.104     0.570     0.815     6.656     0.610         1
         1         5     7.000    -2.706     0.821     2.967    -0.006     0.269     0.963     6.943     0.935         1
         1         6     7.000    -2.266     3.181     0.674     0.035     0.946     0.321     6.985     0.984         1
         1         7     7.000    -1.547     1.632    -3.270     0.243     0.512    -0.824     6.983     0.981         1
         1         8     7.000    -0.422     2.846     0.057     0.425     0.895     0.134     6.986     0.981         1
         1         9     7.000    -1.502     2.225     2.128     0.090     0.661     0.745     6.973     0.966         1
         1        10     7.000    -4.954     1.444    -1.022    -0.307     0.905    -0.295     5.832    -0.128         1
         1        11     7.000    -1.851     1.603     2.664     0.005     0.492     0.870     6.984     0.981         1
         1        12     7.000    -3.306     0.331     2.889    -0.046     0.146     0.988     6.784     0.745         1
         1        13     7.000    -2.332    -3.597     0.233     0.175    -0.960     0.220     6.853     0.837         1
         1        14     7.000    -0.406     2.108    -2.335     0.422     0.699    -0.578     6.986     0.986         1
         1        15     7.000    -1.539    -2.543    -2.817     0.318    -0.662    -0.678     6.946     0.939         1
         1        16     7.000    -2.004    -3.600    -0.891     0.230    -0.965    -0.128     6.897     0.874         1
         1        17     7.000    -2.079    -3.400    -1.600     0.261    -0.916    -0.305     6.847     0.822         1
         1        18     7.000     0.135     1.591    -2.316     0.648     0.511    -0.565     6.999     1.000         1
         1        19     7.000     0.971    -1.106     0.949     0.869    -0.270     0.414     6.980     0.983         1
         1        20     7.000    -3.816    -2.867     0.904    -0.027    -0.877     0.479     6.413     0.373         1
         1        21     7.000    -4.016     0.103     2.515    -0.136     0.108     0.985     6.515     0.459         1
         1        22     7.000     1.168     0.799    -0.887     0.946     0.287    -0.152     6.999     0.999         1
         1        23     7.000    -4.761     1.482     0.984    -0.295     0.764     0.574     6.133     0.100         1
         1        24     7.000    -2.013    -1.131     3.027     0.013    -0.255     0.967     6.998     0.998         1
         1        25     7.000    -2.898    -1.372     2.838     0.015    -0.330     0.944     6.867     0.844         1
         1        26     7.000    -2.736    -1.648    -3.379     0.216    -0.433    -0.875     6.610     0.563         1
         1        27     7.000    -1.045     0.717    -3.532     0.261     0.284    -0.923     6.992     0.991         1
         1        28     7.000    -1.331    -1.268    -3.553     0.307    -0.294    -0.905     6.980     0.979         1
         1        29     7.000    -3.243     2.527     1.559    -0.048     0.801     0.597     6.795     0.760         1
         1        30     7.000    -0.718    -2.671     1.642     0.356    -0.728     0.586     6.993     0.990         1
         1        31     7.000    -2.799    -1.524    -3.417     0.216    -0.386    -0.897     6.587     0.527         1
         1        32     7.000    -1.477    -3.425    -1.411     0.244    -0.940    -0.240     6.976     0.972         1
         1        33     7.000     3.610     3.345    -0.924    -0.220     0.959    -0.179     6.640     0.577         2
         1        34     7.000     2.438    -2.779    -2.182    -0.261    -0.795    -0.547     6.981     0.979         2
         1        35     7.000     4.557    -2.362    -1.987    -0.122    -0.807    -0.578     6.182     0.130         2
         1        36     7.000    -0.374     0.422    -0.776    -0.990     0.068    -0.121     6.994     0.997         2
         1        37     7.000     0.623     1.593    -2.177    -0.686     0.460    -0.564     6.998     0.999         2
         1        38     7.000     2.019    -2.567     1.894    -0.238    -0.740     0.629     6.995     0.996         2
         1        39     7.000    -0.375    -0.663    -0.157    -0.980    -0.194     0.038     6.999     0.998         2
         1        40     7.000     4.349     1.513     2.580    -0.083     0.455     0.887     6.433     0.371         2
         1        41     7.000    -0.314    -0.845     0.139    -0.958    -0.254     0.130     6.997     0.996         2
         1        42     7.000     5.123    -2.054     1.353     0.009    -0.796     0.605     5.982    -0.008         2
         1        43     7.000     2.388     0.368    -3.614    -0.296     0.071    -0.953     6.971     0.963         2
         1        44     7.000    -0.342    -0.109    -1.032    -0.978    -0.049    -0.205     6.999     0.999         2
         1        45     7.000     1.762     2.509     1.895    -0.271     0.725     0.633     6.979     0.974         2
         1        46     7.000     5.407    -0.527     2.042     0.100    -0.282     0.954     5.812    -0.173         2
         1        47     7.000     3.062     0.506     3.256    -0.163     0.131     0.978     6.929     0.915         2
         1        48     7.000     0.711    -1.736     1.700    -0.604    -0.520     0.603     6.985     0.993         2
         1        49     7.000     0.261    -0.477    -2.249    -0.806    -0.146    -0.574     6.999     1.000         2
         1        50     7.000     1.053    -2.555    -1.438    -0.546    -0.763    -0.347     6.997     0.997         2
         1        51     7.000     1.308    -1.316    -2.917    -0.495    -0.417    -0.762     6.998     0.997         2
         1        52     7.000     0.877     2.470    -1.454    -0.614     0.717    -0.332     6.997     0.998         2
         1        53     7.000     1.733    -2.866    -1.642    -0.348    -0.852    -0.391     6.995     0.995         2
         1        54     7.000     3.813     2.367    -2.568    -0.232     0.661    -0.713     6.508     0.464         2
         1        55     7.000     0.376     2.251     0.185    -0.747     0.644     0.165     6.994     0.994         2
         1        56     7.000    -0.135    -1.396    -0.378    -0.902    -0.431    -0.042     6.999     0.999         2
         1        57     7.000     3.075    -2.825    -2.167    -0.254    -0.797    -0.547     6.833     0.802         2
         1        58     7.000     2.365     3.416    -0.771    -0.248     0.956    -0.160     6.992     0.989         2
         1        59     7.000     1.634     2.873    -1.672    -0.375     0.829    -0.416     6.997     0.996         2
         1        60     7.000     1.153    -2.785    -1.028    -0.521    -0.826    -0.215     6.997     0.997         2
         1        61     7.000     3.457     3.098    -1.704    -0.252     0.882    -0.399     6.678     0.624         2
         1        62     7.000     1.677     1.897    -2.823    -0.404     0.524    -0.750     6.999     1.000         2
         1        63     7.000     2.534     2.459     2.266    -0.179     0.677     0.714     6.997     0.997         2
         1        64     7.000     2.814    -1.761     2.789    -0.175    -0.500     0.848     6.973     0.967         2
% end

% frame   12
% time 3.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.224     2.439    -2.181     0.021     0.850    -0.526     6.584     0.544         1
         1         2     7.000    -3.560    -0.413    -3.286     0.025    -0.027    -0.999     6.292     0.245         1
         1         3     7.000    -4.566     0.817     1.569    -0.348     0.434     0.831     6.256     0.195         1
         1         4     7.000    -3.527     1.511     2.245    -0.134     0.543     0.829     6.694     0.644         1
         1         5     7.000    -2.539     0.858     2.966    -0.056     0.266     0.962     6.960     0.950         1
         1         6     7.000    -2.128     3.202     0.667     0.003     0.955     0.297     6.986     0.986         1
         1         7     7.000    -1.375     1.667    -3.261     0.239     0.531    -0.813     6.982     0.983         1
         1         8     7.000    -0.215     2.869     0.065     0.426     0.894     0.137     6.986     0.983         1
         1         9     7.000    -1.317     2.288     2.103     0.091     0.692     0.717     6.981     0.974         1
         1        10     7.000    -4.804     1.415    -0.955    -0.360     0.885    -0.295     5.920    -0.063         1
         1        11     7.000    -1.710     1.586     2.695    -0.036     0.487     0.873     6.981     0.977         1
         1        12     7.000    -3.198     0.343     2.870    -0.090     0.176     0.980     6.795     0.771         1
         1        13     7.000    -2.149    -3.582     0.243     0.137    -0.966     0.218     6.878     0.861         1
         1        14     7.000    -0.198     2.149    -2.312     0.421     0.678    -0.603     6.986     0.982         1
         1        15     7.000    -1.336    -2.517    -2.820     0.286    -0.661    -0.694     6.955     0.943         1
         1        16     7.000    -1.870    -3.595    -0.857     0.188    -0.974    -0.124     6.899     0.880         1
         1        17     7.000    -1.949    -3.410    -1.540     0.213    -0.931    -0.297     6.856     0.830         1
         1        18     7.000     0.333     1.580    -2.352     0.624     0.516    -0.587     6.996     0.994         1
         1        19     7.000     1.252    -0.996     0.853     0.895    -0.234     0.380     6.988     0.995         1
         1        20     7.000    -3.607    -2.838     0.959    -0.063    -0.861     0.505     6.477     0.424         1
         1        21     7.000    -3.858     0.101     2.506    -0.188     0.108     0.976     6.563     0.501         1
         1        22     7.000     1.394     0.779    -0.878     0.946     0.286    -0.155     6.998     0.999         1
         1        23     7.000    -4.592     1.459     0.990    -0.332     0.744     0.581     6.203     0.161         1
         1        24     7.000    -1.889    -1.130     3.032    -0.026    -0.273     0.962     6.997     0.997         1
         1        25     7.000    -2.760    -1.357     2.835    -0.026    -0.328     0.944     6.876     0.852         1
         1        26     7.000    -2.631    -1.631    -3.357     0.185    -0.440    -0.879     6.607     0.566         1
         1        27     7.000    -0.835     0.692    -3.537     0.246     0.272    -0.930     6.988     0.988         1
         1        28     7.000    -1.129    -1.236    -3.550     0.300    -0.289    -0.909     6.982     0.983         1
         1        29     7.000    -3.059     2.528     1.586    -0.073     0.798     0.598     6.817     0.785         1
         1        30     7.000    -0.531    -2.686     1.625     0.326    -0.749     0.578     6.986     0.982         1
         1        31     7.000    -2.660    -1.584    -3.363     0.177    -0.412    -0.894     6.590     0.533         1
         1        32     7.000    -1.288    -3.417    -1.384     0.236    -0.935    -0.265     6.986     0.986         1
         1        33     7.000     3.504     3.338    -0.892    -0.212     0.963    -0.167     6.651     0.603         2
         1        34     7.000     2.311    -2.782    -2.193    -0.258    -0.799    -0.543     6.985     0.985         2
         1        35     7.000     4.466    -2.374    -1.962    -0.094    -0.803    -0.589     6.202     0.142         2
         1        36     7.000    -0.528     0.319    -0.702    -0.998     0.020    -0.056     6.983     0.989         2
         1        37     7.000     0.488     1.629    -2.142    -0.707     0.468    -0.530     6.999     1.000         2
         1        38     7.000     1.896    -2.592     1.886    -0.254    -0.735     0.629     6.993     0.992         2
         1        39     7.000    -0.511    -0.683    -0.174    -0.979    -0.201     0.048     6.996     0.995         2
         1        40     7.000     4.214     1.491     2.588    -0.077     0.429     0.900     6.468     0.417         2
         1        41     7.000    -0.464    -0.833     0.083    -0.960    -0.249     0.127     6.995     0.993         2
         1        42     7.000     4.978    -2.059     1.399     0.037    -0.781     0.624     6.037     0.006         2
         1        43     7.000     2.324     0.363    -3.625    -0.284     0.071    -0.956     6.963     0.957         2
         1        44     7.000    -0.488    -0.136    -0.996    -0.978    -0.057    -0.200     6.998     0.997         2
         1        45     7.000     1.618     2.534     1.856    -0.289     0.724     0.626     6.980     0.974         2
         1        46     7.000     5.267    -0.584     2.045     0.113    -0.261     0.959     5.878    -0.127         2
         1        47     7.000     2.856     0.503     3.256    -0.164     0.132     0.978     6.948     0.936         2
         1        48     7.000     0.465    -1.688     1.619    -0.637    -0.508     0.580     6.976     0.991         2
         1        49     7.000     0.162    -0.443    -2.307    -0.788    -0.141    -0.600     6.998     0.998         2
         1        50     7.000     0.932    -2.576    -1.438    -0.535    -0.776    -0.334     6.995     0.994         2
         1        51     7.000     1.254    -1.356    -2.950    -0.474    -0.414    -0.777     6.999     0.999         2
         1        52     7.000     0.817     2.519    -1.466    -0.567     0.745    -0.352     6.996     0.996         2
         1        53     7.000     1.679    -2.903    -1.656    -0.318    -0.871    -0.373     6.993     0.992         2
         1        54     7.000     3.683     2.363    -2.555    -0.224     0.689    -0.689     6.535     0.479         2
         1        55     7.000     0.308     2.321     0.188    -0.718     0.675     0.169     6.991     0.990         2
         1        56     7.000    -0.279    -1.390    -0.376    -0.904    -0.427    -0.031     6.998     0.997         2
         1        57     7.000     2.963    -2.844    -2.152    -0.240    -0.810    -0.535     6.839     0.809         2
         1        58     7.000     2.270     3.406    -0.818    -0.236     0.958    -0.164     6.994     0.992         2
         1        59     7.000     1.543     2.892    -1.657    -0.346     0.849    -0.399     6.993     0.992         2
         1        60     7.000     1.082    -2.839    -1.011    -0.489    -0.847    -0.211     6.994     0.991         2
         1        61     7.000     3.391     3.076    -1.722    -0.223     0.877    -0.426     6.677     0.630         2
         1        62     7.000     1.576     1.892    -2.838    -0.382     0.520    -0.764     6.999     0.999         2
         1        63     7.000     2.452     2.432     2.297    -0.146     0.660     0.737     6.995     0.996         2
         1        64     7.000     2.664    -1.728     2.816    -0.152    -0.480     0.864     6.982     0.977         2
% end

% frame   13
% time 3.250
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.046     2.437    -2.175    -0.016     0.853    -0.522     6.594     0.543         1
         1         2     7.000    -3.446    -0.373    -3.222    -0.009    -0.015    -1.000     6.313     0.292         1
         1         3     7.000    -4.401     0.741     1.571    -0.388     0.415     0.823     6.313     0.274         1
         1         4     7.000    -3.356     1.548     2.226    -0.159     0.556     0.816     6.730     0.706         1
         1         5     7.000    -2.329     0.834     2.992    -0.071     0.262     0.962     6.972     0.968         1
         1         6     7.000    -1.939     3.236     0.633    -0.020     0.959     0.281     6.988     0.990         1
         1         7     7.000    -1.150     1.625    -3.286     0.242     0.500    -0.832     6.982     0.979         1
         1         8     7.000    -0.026     2.917     0.038     0.397     0.907     0.142     6.977     0.973         1
         1         9     7.000    -1.104     2.349     2.078     0.078     0.711     0.699     6.980     0.973         1
         1        10     7.000    -4.656     1.342    -0.928    -0.429     0.851    -0.301     5.980    -0.018         1
         1        11     7.000    -1.460     1.648     2.683    -0.028     0.503     0.864     6.976     0.967         1
         1        12     7.000    -2.953     0.369     2.894    -0.115     0.173     0.978     6.840     0.817         1
         1        13     7.000    -1.910    -3.561     0.244     0.124    -0.969     0.212     6.903     0.892         1
         1        14     7.000    -0.078     2.156    -2.402     0.396     0.685    -0.612     6.985     0.978         1
         1        15     7.000    -1.136    -2.527    -2.783     0.289    -0.691    -0.663     6.959     0.953         1
         1        16     7.000    -1.661    -3.571    -0.851     0.184    -0.975    -0.123     6.915     0.901         1
         1        17     7.000    -1.764    -3.387    -1.535     0.191    -0.933    -0.304     6.870     0.850         1
         1        18     7.000     0.476     1.652    -2.385     0.601     0.540    -0.589     6.996     0.997         1
         1        19     7.000     1.524    -0.891     0.789     0.913    -0.205     0.351     6.988     0.997         1
         1        20     7.000    -3.447    -2.814     0.922    -0.107    -0.863     0.493     6.529     0.493         1
         1        21     7.000    -3.704     0.120     2.484    -0.236     0.120     0.964     6.613     0.566         1
         1        22     7.000     1.599     0.829    -0.931     0.948     0.277    -0.155     6.999     0.999         1
         1        23     7.000    -4.420     1.389     1.033    -0.374     0.707     0.600     6.271     0.241         1
         1        24     7.000    -1.675    -1.115     3.041    -0.062    -0.281     0.958     6.989     0.985         1
         1        25     7.000    -2.573    -1.324     2.848    -0.062    -0.331     0.942     6.896     0.884         1
         1        26     7.000    -2.466    -1.624    -3.328     0.144    -0.455    -0.879     6.633     0.598         1
         1        27     7.000    -0.690     0.748    -3.541     0.238     0.266    -0.934     6.993     0.991         1
         1        28     7.000    -0.912    -1.261    -3.522     0.280    -0.311    -0.908     6.983     0.980         1
         1        29     7.000    -2.930     2.509     1.603    -0.111     0.780     0.616     6.843     0.826         1
         1        30     7.000    -0.284    -2.655     1.631     0.335    -0.742     0.580     6.984     0.978         1
         1        31     7.000    -2.516    -1.511    -3.360     0.153    -0.403    -0.902     6.605     0.566         1
         1        32     7.000    -1.097    -3.394    -1.390     0.229    -0.937    -0.262     6.989     0.991         1
         1        33     7.000     3.389     3.333    -0.864    -0.179     0.965    -0.193     6.665     0.610         2
         1        34     7.000     2.176    -2.764    -2.216    -0.223    -0.798    -0.560     6.987     0.984         2
         1        35     7.000     4.352    -2.340    -1.964    -0.083    -0.789    -0.609     6.214     0.175         2
         1        36     7.000    -0.699     0.178    -0.574    -1.000    -0.007    -0.009     6.972     0.972         2
         1        37     7.000     0.356     1.612    -2.170    -0.686     0.473    -0.553     6.999     0.999         2
         1        38     7.000     1.760    -2.582     1.926    -0.207    -0.756     0.621     6.989     0.989         2
         1        39     7.000    -0.669    -0.688    -0.208    -0.971    -0.240     0.013     6.996     0.997         2
         1        40     7.000     4.099     1.423     2.628    -0.056     0.420     0.906     6.480     0.431         2
         1        41     7.000    -0.631    -0.809     0.077    -0.961    -0.254     0.110     6.998     0.999         2
         1        42     7.000     4.872    -2.047     1.403     0.075    -0.783     0.617     6.075     0.051         2
         1        43     7.000     2.236     0.362    -3.623    -0.258     0.080    -0.963     6.959     0.953         2
         1        44     7.000    -0.629    -0.159    -1.044    -0.974    -0.074    -0.216     6.997     0.997         2
         1        45     7.000     1.531     2.588     1.839    -0.242     0.744     0.623     6.976     0.972         2
